latency_ms,memory_delta_bytes
25.643400033004582,0
23.04899995215237,0
23.52350007276982,0
24.062099982984364,0
20.2611000277102,0
24.478000006638467,0
19.11829994060099,0
19.971500034444034,0
19.942200044170022,0
23.10420002322644,0
18.084999988786876,0
18.656100030057132,0
18.7275999924168,0
23.66539998911321,0
17.794399987906218,0
20.020399941131473,0
21.891299984417856,0
20.285400096327066,0
31.843499979004264,0
19.28719994612038,0
19.26629990339279,0
20.362699986435473,0
19.325500004924834,0
19.26089997868985,0
17.59949990082532,0
18.873500055633485,0
20.6503999652341,0
19.30379995610565,0
19.062000093981624,0
21.115100011229515,0
20.50839993171394,0
19.081599893979728,0
18.664099974557757,0
22.52909995149821,0
22.533399984240532,0
18.89649999793619,0
17.890999908559024,0
20.380400004796684,0
19.380000070668757,0
21.063400083221495,0
21.717100054956973,0
27.309600031003356,0
27.770200045779347,0
26.128800003789365,0
25.384100037626922,0
31.206400017254055,0
27.988200075924397,0
25.19169996958226,0
24.78409989271313,0
29.321999987587333,0
25.082299951463938,0
196.8659000704065,-827392
21.116400021128356,630784
18.420399981550872,0
18.95990001503378,0
20.220500067807734,0
22.734600002877414,0
19.388800021260977,0
17.51859998330474,0
26.057800045236945,0
18.92279996536672,0
19.13670008070767,0
19.698600051924586,0
22.50259998254478,0
20.200799917802215,0
19.90130008198321,0
20.092700025998056,0
22.057599970139563,0
18.289700034074485,0
19.505899981595576,0
18.97500001359731,0
16.53929997701198,0
27.262200019322336,0
18.28580000437796,0
